timestamp,phase,duration_s,decision,reason,N_thru_count,S_thru_count,E_thru_count,W_thru_count,N_left_count,S_left_count,E_left_count,W_left_count
2026-04-13T12:47:45.737591,PHASE_1_N_S_THRU,7.0,HOLD,min_green_not_met,2,2,2,2,1,1,1,1
2026-04-13T12:47:47.744672,PHASE_1_N_S_THRU,9.0,HOLD,min_green_not_met,2,2,2,2,1,1,1,1
2026-04-13T12:47:49.752212,PHASE_1_N_S_THRU,11.0,EXTEND,continuing,2,2,2,2,1,1,1,1
2026-04-13T12:47:51.758671,PHASE_1_N_S_THRU,13.0,EXTEND,continuing,2,2,2,2,1,1,1,1
2026-04-13T12:47:53.765193,PHASE_1_N_S_THRU,15.0,EXTEND,continuing,2,2,2,2,1,1,1,1
2026-04-13T12:47:55.771649,PHASE_1_N_S_THRU,17.0,EXTEND,continuing,1,1,2,2,1,1,1,1
2026-04-13T12:47:57.774861,PHASE_1_N_S_THRU,19.0,CHANGE,gap_out,0,0,2,2,0,0,0,0
2026-04-13T12:48:10.778825,PHASE_3_E_W_THRU,7.0,HOLD,min_green_not_met,0,0,2,2,0,0,0,0
2026-04-13T12:48:12.782026,PHASE_3_E_W_THRU,9.0,HOLD,min_green_not_met,0,0,2,2,0,0,0,0
2026-04-13T12:48:14.786402,PHASE_3_E_W_THRU,11.0,EXTEND,continuing,0,0,2,2,0,0,0,0
2026-04-13T12:48:16.790844,PHASE_3_E_W_THRU,13.0,EXTEND,continuing,0,0,2,2,0,0,0,0
2026-04-13T12:48:18.795242,PHASE_3_E_W_THRU,15.0,EXTEND,continuing,0,0,2,2,0,0,0,0
2026-04-13T12:48:20.798726,PHASE_3_E_W_THRU,17.0,EXTEND,continuing,0,0,2,2,0,0,0,0
2026-04-13T12:48:22.801949,PHASE_3_E_W_THRU,19.0,EXTEND,continuing,0,0,2,2,0,0,0,0
2026-04-13T12:48:24.804943,PHASE_3_E_W_THRU,21.0,EXTEND,continuing,0,0,2,2,0,0,0,0
2026-04-13T12:48:26.808911,PHASE_3_E_W_THRU,23.0,EXTEND,continuing,0,0,4,4,0,0,0,0
2026-04-13T12:48:28.812662,PHASE_3_E_W_THRU,25.0,EXTEND,continuing,0,0,4,4,0,0,0,0
2026-04-13T12:48:30.817347,PHASE_3_E_W_THRU,27.0,EXTEND,continuing,0,0,4,4,0,0,0,0
