timestamp,phase,duration_s,decision,reason,N_thru_count,S_thru_count,E_thru_count,W_thru_count,N_left_count,S_left_count,E_left_count,W_left_count
2026-03-29T19:04:58.363703,PHASE_1_N_S_THRU,7.0,HOLD,min_green_not_met,2,2,2,2,1,1,1,1
2026-03-29T19:05:00.373927,PHASE_1_N_S_THRU,9.0,HOLD,min_green_not_met,2,2,2,2,1,1,1,1
2026-03-29T19:05:02.383303,PHASE_1_N_S_THRU,11.0,HOLD,min_green_not_met,2,2,2,2,1,1,1,1
2026-03-29T19:05:04.394369,PHASE_1_N_S_THRU,13.0,HOLD,min_green_not_met,2,2,2,2,1,1,1,1
2026-03-29T19:05:06.414778,PHASE_1_N_S_THRU,15.1,CHANGE,other_phase_demand,2,2,2,2,1,1,1,1
2026-03-29T19:05:19.432355,PHASE_2_N_S_LEFT,7.0,HOLD,min_green_not_met,2,2,2,2,1,1,1,1
2026-03-29T19:05:21.439301,PHASE_2_N_S_LEFT,9.0,HOLD,min_green_not_met,2,2,0,0,0,0,0,0
2026-03-29T19:05:23.445828,PHASE_2_N_S_LEFT,11.0,EXTEND,continuing,2,2,0,0,0,0,0,0
2026-03-29T19:05:25.449943,PHASE_2_N_S_LEFT,13.0,CHANGE,gap_out,2,2,0,0,0,0,0,0
2026-03-29T19:05:38.455174,PHASE_1_N_S_THRU,7.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:05:40.456438,PHASE_1_N_S_THRU,9.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:05:42.457716,PHASE_1_N_S_THRU,11.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:05:44.459022,PHASE_1_N_S_THRU,13.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:05:46.460246,PHASE_1_N_S_THRU,15.0,EXTEND,continuing,0,0,0,0,0,0,0,0
2026-03-29T19:05:48.461693,PHASE_1_N_S_THRU,17.0,EXTEND,continuing,0,0,0,0,0,0,0,0
2026-03-29T19:05:50.463056,PHASE_1_N_S_THRU,19.0,CHANGE,gap_out,0,0,0,0,0,0,0,0
2026-03-29T19:06:03.465074,PHASE_3_E_W_THRU,7.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:06:05.466420,PHASE_3_E_W_THRU,9.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:06:07.467641,PHASE_3_E_W_THRU,11.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:06:09.468593,PHASE_3_E_W_THRU,13.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:06:11.469836,PHASE_3_E_W_THRU,15.0,EXTEND,continuing,0,0,0,0,0,0,0,0
2026-03-29T19:06:13.471146,PHASE_3_E_W_THRU,17.0,EXTEND,continuing,0,0,0,0,0,0,0,0
2026-03-29T19:06:15.472239,PHASE_3_E_W_THRU,19.0,CHANGE,gap_out,0,0,0,0,0,0,0,0
2026-03-29T19:06:28.474330,PHASE_1_N_S_THRU,7.0,HOLD,min_green_not_met,0,0,0,0,0,0,0,0
2026-03-29T19:06:30.480593,PHASE_1_N_S_THRU,9.0,HOLD,min_green_not_met,2,2,2,2,0,0,0,0
2026-03-29T19:06:32.491772,PHASE_1_N_S_THRU,11.0,HOLD,min_green_not_met,2,2,2,2,0,0,0,0
2026-03-29T19:06:34.501961,PHASE_1_N_S_THRU,13.0,HOLD,min_green_not_met,2,2,2,2,0,0,0,0
2026-03-29T19:06:36.523257,PHASE_1_N_S_THRU,15.0,CHANGE,other_phase_demand,2,2,2,2,0,0,0,0
2026-03-29T19:06:49.545267,PHASE_3_E_W_THRU,7.0,HOLD,min_green_not_met,2,2,2,2,0,0,0,0
